CustomerCD,CustomerName,Gender,Age,BirthDate
CT1803,"Carter, Master. William Thornton II",male,21,2001-08-18
CT1804,"Thomas, Master. Assad Alexander",male,27,2012-05-08
CT1805,"Hedman, Mr. Oskar Arvid",male,37,1986-01-13
CT1806,"Johansson, Mr. Karl Johan",male,41,1982-02-19
CT1807,"Andrews, Mr. Thomas Jr",male,49,1974-05-04
CT1808,"Pettersson, Miss. Ellen Natalia",female,28,1994-10-22
CT1809,"Meyer, Mr. August",male,49,1974-05-04
CT1810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,43,1980-03-09
CT1811,"Alexander, Mr. William",male,36,1987-01-04
CT1812,"Lester, Mr. James",male,49,1974-05-04
CT1813,"Slemen, Mr. Richard James",male,45,1978-03-28
CT1814,"Andersson, Miss. Ebba Iris Alfrida",female,16,2006-07-03
CT1815,"Tomlin, Mr. Ernest Portage",male,40,1983-02-10
CT1816,"Fry, Mr. Richard",male,27,2012-05-08
CT1817,"Heininen, Miss. Wendla Maria",female,33,1989-12-07
CT1818,"Mallet, Mr. Albert",male,41,1982-02-19
CT1819,"Holm, Mr. John Fredrik Alexander",male,53,1970-06-10
CT1820,"Skoog, Master. Karl Thorsten",male,20,2002-08-09
CT1821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,62,1961-09-01
CT1822,"Lulic, Mr. Nikola",male,37,1986-01-13
CT1823,"Reuchlin, Jonkheer. John George",male,48,1975-04-25
CT1824,"Moor, Mrs. (Beila)",female,37,1986-01-13
CT1825,"Panula, Master. Urho Abraham",male,12,2010-05-27
CT1826,"Flynn, Mr. John",male,27,2012-05-08
CT1827,"Lam, Mr. Len",male,27,2012-05-08
CT1828,"Mallet, Master. Andre",male,11,2011-05-18
CT1829,"McCormack, Mr. Thomas Joseph",male,27,2012-05-08
CT1830,"Stone, Mrs. George Nelson (Martha Evelyn)",female,72,1951-12-03
CT1831,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,25,1997-09-24
CT1832,"Richards, Master. George Sibley",male,27,2012-05-08
CT1833,"Saad, Mr. Amin",male,27,2012-05-08
CT1834,"Augustsson, Mr. Albert",male,33,1989-12-07
CT1835,"Allum, Mr. Owen George",male,28,1994-10-22
CT1836,"Compton, Miss. Sara Rebecca",female,49,1974-05-04
CT1837,"Pasic, Mr. Jakob",male,31,1991-11-19
CT1838,"Sirota, Mr. Maurice",male,27,2012-05-08
CT1839,"Chip, Mr. Chang",male,42,1981-02-28
CT1840,"Marechal, Mr. Pierre",male,27,2012-05-08
CT1841,"Alhomaki, Mr. Ilmari Rudolf",male,30,1992-11-09
CT1842,"Mudd, Mr. Thomas Charles",male,26,1996-10-03
CT1843,"Serepeca, Miss. Augusta",female,40,1983-02-10
CT1844,"Lemberopolous, Mr. Peter L",male,44,1979-03-19
CT1845,"Culumovic, Mr. Jeso",male,27,1995-10-13
CT1846,"Abbing, Mr. Anthony",male,52,1971-06-01
CT1847,"Sage, Mr. Douglas Bullen",male,27,2012-05-08
CT1848,"Markoff, Mr. Marin",male,45,1978-03-28
CT1849,"Harper, Rev. John",male,38,1985-01-22
CT1850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,27,2012-05-08
CT1851,"Andersson, Master. Sigvard Harald Elias",male,14,2008-06-14
CT1852,"Svensson, Mr. Johan",male,84,1940-03-23
CT1853,"Boulos, Miss. Nourelain",female,19,2003-07-31
CT1854,"Lines, Miss. Mary Conover",female,26,1996-10-03
CT1855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,54,1969-06-19
CT1856,"Aks, Mrs. Sam (Leah Rosen)",female,28,1994-10-22
CT1857,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,55,1968-06-28
CT1858,"Daly, Mr. Peter Denis ",male,61,1962-08-23
CT1859,"Baclini, Mrs. Solomon (Latifa Qurban)",female,34,1988-12-16
CT1860,"Razi, Mr. Raihed",male,27,2012-05-08
CT1861,"Hansen, Mr. Claus Peter",male,51,1972-05-22
CT1862,"Giles, Mr. Frederick Edward",male,31,1991-11-19
CT1863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,58,1965-07-26
CT1864,"Sage, Miss. Dorothy Edith ""Dolly""",female,27,2012-05-08
CT1865,"Gill, Mr. John William",male,34,1988-12-16
CT1866,"Bystrom, Mrs. (Karolina)",female,52,1971-06-01
CT1867,"Duran y More, Miss. Asuncion",female,37,1986-01-13
CT1868,"Roebling, Mr. Washington Augustus II",male,41,1982-02-19
CT1869,"van Melkebeke, Mr. Philemon",male,27,2012-05-08
CT1870,"Johnson, Master. Harold Theodor",male,14,2008-06-14
CT1871,"Balkic, Mr. Cerin",male,36,1987-01-04
CT1872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,57,1966-07-17
CT1873,"Carlsson, Mr. Frans Olof",male,43,1980-03-09
CT1874,"Vander Cruyssen, Mr. Victor",male,57,1966-07-17
CT1875,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,38,1985-01-22
CT1876,"Najib, Miss. Adele Kiamie ""Jane""",female,25,1997-09-24
CT1877,"Gustafsson, Mr. Alfred Ossian",male,30,1992-11-09
CT1878,"Petroff, Mr. Nedelio",male,29,1993-10-31
CT1879,"Laleff, Mr. Kristo",male,27,2012-05-08
CT1880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,66,1957-10-08
CT1881,"Shelley, Mrs. William (Imanita Parrish Hall)",female,35,1987-12-26
CT1882,"Markun, Mr. Johann",male,43,1980-03-09
CT1883,"Dahlberg, Miss. Gerda Ulrika",female,32,1990-11-28
CT1884,"Banfield, Mr. Frederick James",male,38,1985-01-22
CT1885,"Sutehall, Mr. Henry Jr",male,35,1987-12-26
CT1886,"Rice, Mrs. William (Margaret Norton)",female,49,1974-05-04
CT1887,"Montvila, Rev. Juozas",male,37,1986-01-13
CT1888,"Graham, Miss. Margaret Edith",female,29,1993-10-31
CT1889,"Johnston, Miss. Catherine Helen ""Carrie""",female,27,2012-05-08
CT1890,"Behr, Mr. Karl Howell",male,36,1987-01-04
CT1891,"Dooley, Mr. Patrick",male,42,1981-02-28
